Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Cell Line],Experimental Condition [Condition],Comment [Gene Identifier],Comment [Gene Symbol],Source Name,Assay Name,Comment [Image File Type],Channels
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_12.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_13.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_14.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_15.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_16.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_17.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_18.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h_Rep2_Nr1d1Chan1_DAPIChan2_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 5h ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep1_Nr1d1Chan1_DAPIChan2_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep1_Nr1d1Chan1_DAPIChan2_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep1_Nr1d1Chan1_DAPIChan2_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep1_Nr1d1Chan1_DAPIChan2_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep1_Nr1d1Chan1_DAPIChan2_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep1_Nr1d1Chan1_DAPIChan2_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_12.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_13.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_14.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_15.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T18d5h37d2h_Rep2_Nr1d1Chan1_DAPIChan2_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 5h, 37°C 2h ",ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep1_Nr1d1Chan1_DAPIChan2_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep1_Nr1d1Chan1_DAPIChan2_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep1_Nr1d1Chan1_DAPIChan2_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep1_Nr1d1Chan1_DAPIChan2_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep1_Nr1d1Chan1_DAPIChan2_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep1_Nr1d1Chan1_DAPIChan2_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep1_Nr1d1Chan1_DAPIChan2_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep1_Nr1d1Chan1_DAPIChan2_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep1_Nr1d1Chan1_DAPIChan2_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep1_Nr1d1Chan1_DAPIChan2_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep1,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_12.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_13.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_14.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_15.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_16.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_17.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_18.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep2_Nr1d1Chan1_DAPIChan2_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep2,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_12.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_13.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_14.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_15.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_16.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_17.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_18.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_19.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep3_Nr1d1Chan1_DAPIChan2_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep3,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_12.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_13.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_14.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_15.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_16.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_17.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_18.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
